"Title","Author","Download_link","Download_nb","Created","Updated","Size","Game_Version","Flavor","Tags"
"Chat Plus","Rev_Aria","/minecraft/mc-mods/chatplus/download/5058666","115","Jul 7, 2023","Jan 25, 2024","21.80 KB","1.20.4","Fabric","Mods, Utility & QoL, Server Utility"
"Current Age - Ages of Ruin SMP","TeaserZ","/minecraft/mc-mods/current-age-ages-of-ruin-smp/download/4636415","16","Jul 7, 2023","Jul 11, 2023","27.13 KB","1.18.2","Fabric","Mods, Miscellaneous"
"muchpeople","angelnosi","/minecraft/mc-mods/muchpeople/download/4898029","270","Jul 7, 2023","Nov 25, 2023","682.80 KB","1.20.1","Forge","Mods, Miscellaneous, Armor, Tools, and Weapons, World Gen, Mobs, MCreator"
"EpheroLib","thethonk","/minecraft/mc-mods/epherolib/download/5020826","2.2M","Jul 7, 2023","Jan 9, 2024","731.33 KB","1.20.4","Forge","Mods, API and Library"
"jEEpersShops","thethonk","/minecraft/mc-mods/jeepersshops/download/4636145","331","Jul 7, 2023","Jul 11, 2023","33.95 KB","1.19.3","Fabric","Mods, Server Utility, Utility & QoL"
"Effect Berries","TheArchitects777","/minecraft/mc-mods/effect-berries/download/4629328","48","Jul 7, 2023","Jul 7, 2023","281.93 KB","1.20","Fabric","Mods, Magic, Food"
"Odd's Knapsacks","Odaghast","/minecraft/mc-mods/odds-knapsacks/download/4757724","321","Jul 6, 2023","Sep 18, 2023","82.05 KB","1.20.1","Fabric","Mods, Utility & QoL, Storage, Armor, Tools, and Weapons"
"Create Sabers","Leroidesafk","/minecraft/mc-mods/create-sabers/download/4784926","1.0M","Jul 6, 2023","Oct 6, 2023","644.35 KB","1.20.1","Forge","Mods, Cosmetic, Create, Armor, Tools, and Weapons, MCreator, Addons"
"[IV/MTS/UNU] Bjorn's customs","oldbjornthecanadian","/minecraft/mc-mods/iv-mts-unu-bjorns-customs/download/5089000","1.5K","Jul 6, 2023","Feb 8, 2024","7.11 MB","1.16.5","Forge","Mods, Addons"
"Xtra Commands","CweLTH","/minecraft/mc-mods/xtra-commands/download/5001267","954","Jul 6, 2023","Jan 2, 2024","29.11 KB","1.20.1","Forge","Mods, Utility & QoL, Server Utility, Map and Information, Twitch Integration"
"Diamondite 2 [Fabric]","Roni_oc","/minecraft/mc-mods/diamondite-2-fabric/download/4684349","282","Jul 6, 2023","Aug 6, 2023","331.35 KB","1.20.1","Quilt Fabric + 1","Mods, Armor, Tools, and Weapons, MCreator"
"Oh, No... A random idea dump!!!","LoganP","/minecraft/mc-mods/oh-no-a-random-idea-dump/download/4628751","46","Jul 6, 2023","Jul 6, 2023","274.55 KB","1.19.4","Forge","Mods, Addons, Miscellaneous"
"Luna's Moontouched","BowNilver","/minecraft/mc-mods/lunas-moontouched/download/4628783","28","Jul 6, 2023","Jul 6, 2023","3.89 KB","1.18.2","Fabric","Mods, Addons, Magic"
"Musketeer Illager","NeonBluePunk","/minecraft/mc-mods/musketeer-illager/download/4702534","3.5K","Jul 6, 2023","Aug 13, 2023","27.67 KB","1.19.2","Forge","Mods, Addons, Mobs"
"Loquat 🧩 (Forge)","Snownee","/minecraft/mc-mods/loquat-forge/download/4754744","191","Jul 6, 2023","Feb 13, 2024","251.43 KB","1.19.2","Forge","Mods, Structures, Utility & QoL, KubeJS, World Gen, Adventure and RPG"
"More Automation","abidux","/minecraft/mc-mods/more-automation-mod/download/4840797","13.7K","Jul 6, 2023","Nov 4, 2023","131.04 KB","1.20.1","Forge","Mods, Automation, Redstone, Utility & QoL"
"Better Ingots","bloxterrer","/minecraft/mc-mods/better-ingots/download/4646127","33","Jul 6, 2023","Jul 15, 2023","202.46 KB","1.19.4","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"Extra Items (of NoHereIsPatrick)","einsbred","/minecraft/mc-mods/extra-items-of-nohereispatrick/download/4628331","42","Jul 6, 2023","Jul 6, 2023","83.40 KB","1.19.2","Forge","Mods, Utility & QoL"
"PointActivity","turtton","/minecraft/mc-mods/pointactivity/download/4629731","40","Jul 6, 2023","Jul 7, 2023","124.76 KB","1.20.1","Fabric","Mods, Miscellaneous"
"RPServer:Drinks","Rekviem","/minecraft/mc-mods/rpservermode-drinks/download/4840097","289","Jul 6, 2023","Nov 4, 2023","39.61 KB","1.20.2","Forge","Mods, Farming, Food, World Gen"
"No Ranged KnockBack","Santos_RolePlay","/minecraft/mc-mods/no-ranged-knockback/download/4628144","2.7K","Jul 6, 2023","Jul 6, 2023","3.55 KB","1.12.2","Forge","Mods, Miscellaneous"
"Inactive Budding","KevskyBoy","/minecraft/mc-mods/inactive-budding/download/4629183","37","Jul 6, 2023","Jul 7, 2023","133.06 KB","1.19.2","Forge","Mods, Miscellaneous, Ores and Resources"
"Updating World Icon","Cursed1nferno","/minecraft/mc-mods/updating-world-icon/download/4646539","217.4K","Jul 6, 2023","Jul 16, 2023","857.01 KB","1.18.2","Forge","Mods, Utility & QoL, Cosmetic"
"Hopper Bucket","Cursed1nferno","/minecraft/mc-mods/hopper-bucket/download/4652966","749","Jul 6, 2023","Jul 19, 2023","21.19 KB","1.20.1","Forge","Mods, Utility & QoL, Redstone"
"Much More Apples","KytesTv","/minecraft/mc-mods/much-more-apples/download/4627511","3.7K","Jul 6, 2023","Jul 6, 2023","40.60 KB","1.20.1","Forge","Mods, Adventure and RPG, Utility & QoL, MCreator, Food"
"Invasion Code Red","min01","/minecraft/mc-mods/invasion-code-red/download/4769681","24.6K","Sep 10, 2023","Sep 26, 2023","466.58 KB","1.19.2","Forge","Mods, Mobs"
"Command Block Tools (cwsm & enderite mod)","bagheerawithae","/minecraft/mc-mods/command-block-tools/download/4746920","1.0K","Sep 10, 2023","Sep 10, 2023","46.21 KB","1.20.1","Forge","Mods, Addons, Armor, Tools, and Weapons"
"MoreArmorsJ (Fabric)","Jopran","/minecraft/mc-mods/morearmorsj/download/4746863","29","Sep 10, 2023","Sep 10, 2023","36.06 KB","1.19.2","Fabric","Mods, Miscellaneous, Armor, Tools, and Weapons"
"Iron Katana","HeadSetHero71","/minecraft/mc-mods/iron-katana/download/4752451","1.1K","Sep 10, 2023","Sep 14, 2023","42.88 KB","1.12.2","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"MoreIngotsJ (Core) (Fabric)","Jopran","/minecraft/mc-mods/moreingotsj-core-mod/download/4746856","19","Sep 10, 2023","Sep 10, 2023","29.35 KB","1.19.2","Fabric","Mods, Ores and Resources, API and Library"
"Fabric Potions","binaris_00","/minecraft/mc-mods/fabric-potions/download/4955361","270","Sep 10, 2023","Dec 13, 2023","63.58 KB","1.20.1","Fabric","Mods, Magic, API and Library, Adventure and RPG"
"Random tomfoolery and things","mrtrex213","/minecraft/mc-mods/random-things-mod/download/4937321","44","Sep 10, 2023","Dec 7, 2023","9.95 MB","1.19.4","Forge","Mods, Miscellaneous"
"NoMoreLevels","PugzAreCute","/minecraft/mc-mods/nomorelevels/download/4746905","109","Sep 10, 2023","Sep 10, 2023","47.21 KB","1.19.2","Forge","Mods, Cosmetic, Utility & QoL"
"Better Campfire","daizu","/minecraft/mc-mods/better-campfire/download/4754706","324","Sep 10, 2023","Sep 16, 2023","15.71 KB","1.16.5","Forge","Mods, Adventure and RPG"
"Runic Craft","blex_stone","/minecraft/mc-mods/runic-craft/download/4746707","35","Sep 10, 2023","Sep 10, 2023","136.80 KB","1.19.2","Forge","Mods, Magic, Adventure and RPG, MCreator"
"versitile pvp","sunavatar696969","/minecraft/mc-mods/versitile-pvp/download/4747287","292","Sep 10, 2023","Sep 10, 2023","5.12 MB","1.20.1","Forge","Mods, Armor, Tools, and Weapons"
"Kolja's Czech Stuff/Koljovy české věci (Czech Food,Music and other Stuff)","Wenderey_CK","/minecraft/mc-mods/koljuv-cesky-mod-kcm/download/4893465","167","Sep 10, 2023","Nov 23, 2023","46.65 MB","1.18.2","Forge","Mods, MCreator, Food, Structures, Ores and Resources, Adventure and RPG"
"Driff's Expansion","driff_23","/minecraft/mc-mods/driffs-expansion/download/4881803","33","Sep 10, 2023","Nov 19, 2023","302.04 KB","1.20.1","Forge","Mods, Adventure and RPG, MCreator, Armor, Tools, and Weapons, World Gen"
"Potion Cauldron","Maxoduke","/minecraft/mc-mods/potion-cauldron/download/4946091","6.4K","Sep 10, 2023","Dec 10, 2023","112.40 KB","1.20.4","Forge","Mods, Miscellaneous"
"One Piece Adventure","quint","/minecraft/mc-mods/one-piece-adventure/download/4981988","611","Sep 10, 2023","Dec 25, 2023","1.10 MB","1.18.2","Forge","Mods, MCreator, Adventure and RPG, Structures, Armor, Tools, and Weapons"
"cool firework weapons","reverent_lamarr86","/minecraft/mc-mods/the-firework-fun-mod/download/4746538","265","Sep 10, 2023","Sep 10, 2023","163.61 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Addons"
"Rapid Firing Bow","kemokemo","/minecraft/mc-mods/rapid-firing-bow/download/4746416","466","Sep 10, 2023","Sep 10, 2023","34.71 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Armor, Tools, and Weapons"
"Spider-Man Web Shooters","were_fox","/minecraft/mc-mods/spider-man-web-shooters/download/4746337","1.7K","Sep 10, 2023","Sep 10, 2023","168.71 KB","1.20.1","Forge","Mods, Technology, Mobs, Adventure and RPG, Player Transport"
"Sculk Pearl","ballefis","/minecraft/mc-mods/sculk-pearl/download/4746325","584","Sep 10, 2023","Sep 10, 2023","20.38 KB","1.20.1","Forge","Mods, MCreator, Addons, Create"
"Jackson and the Olympians","weebxeing0","/minecraft/mc-mods/jackson-and-the-olympians/download/4756479","169","Sep 10, 2023","Sep 17, 2023","664.83 KB","1.19.4","Forge","Mods, Cosmetic, MCreator, Armor, Tools, and Weapons, Adventure and RPG"
"kuusijarvi","finlandmodcreator365","/minecraft/mc-mods/kuusijarvi/download/4746307","32","Sep 10, 2023","Sep 10, 2023","11.08 MB","1.12.2","Forge","Mods, Miscellaneous, Food"
"Black Market Goods","Zidik","/minecraft/mc-mods/black-market-goods/download/4752358","2.6K","Sep 10, 2023","Sep 15, 2023","78.33 KB","1.16.5","Forge","Mods, Ores and Resources, Mobs, Food, Automation, Farming"
"Shulker+","Iskall85Team","/minecraft/mc-mods/shulker/download/4755822","433.1K","Sep 10, 2023","Sep 17, 2023","39.36 KB","1.18.2","Forge","Mods, Storage, Utility & QoL"
"Mr Beard Man Dude's anachry","MrBeardManDude","/minecraft/mc-mods/mr-beard-man-dudes-anachry/download/4818240","117","Sep 10, 2023","Oct 26, 2023","1.44 MB","1.20.1","Forge","Mods, Miscellaneous, Armor, Tools, and Weapons, Redstone, MCreator, Ores and Resources"
"Ninshu: Origins","4udge","/minecraft/mc-mods/ninshu-origins/download/5100626","2.8K","Sep 10, 2023","Feb 12, 2024","129.21 MB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Adventure and RPG, Magic, Genetics"
"Better Copper!","NoahGonzales","/minecraft/mc-mods/better-copper-items-tools/download/4756541","753","Sep 10, 2023","Sep 17, 2023","57.65 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons"
"Eternity Steel","zeno900","/minecraft/mc-mods/eternity-steel/download/4910346","178","Sep 10, 2023","Jan 23, 2024","1.45 MB","1.12.2","Forge","Mods, Adventure and RPG, Ores and Resources, Armor, Tools, and Weapons, Dimensions, Utility & QoL"
"Forgeshot","carmello","/minecraft/mc-mods/forgeshot/download/5053482","51.9K","Sep 10, 2023","Jan 23, 2024","37.19 KB","1.20.4","NeoForge Forge + 1","Mods, Miscellaneous"
"Insane Storage Blocks","AVR4fun","/minecraft/mc-mods/insane-storage-blocks/download/4745969","244","Sep 10, 2023","Sep 10, 2023","646.63 KB","1.20.1","NeoForge Forge + 1","Mods, MCreator, Storage"
"Simple Cotton Candy (Forge)","Project_Primal","/minecraft/mc-mods/s-cotton-candy-forge/download/4745950","75","Sep 10, 2023","Sep 10, 2023","12.15 KB","1.19.2","Forge","Mods, MCreator, Food"
"Equipe Pegasus","DestroSof_","/minecraft/mc-mods/equipe-pegasus/download/4745925","40","Sep 10, 2023","Sep 10, 2023","229.95 KB","1.12.2","Forge","Mods, Armor, Tools, and Weapons, Mobs, MCreator"
"Better IFrames","therealsakeplays","/minecraft/mc-mods/better-iframes/download/4748493","142","Sep 10, 2023","Sep 11, 2023","8.53 KB","1.19.2","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons, Server Utility, Utility & QoL"
"The Enhancer","RockRGB","/minecraft/mc-mods/superenhancer/download/4886143","40","Sep 10, 2023","Nov 21, 2023","206.14 KB","1.20.1","Forge","Mods, MCreator, Armor, Tools, and Weapons, Mobs"
"The Indoors (APGDE)","ImAPGDE","/minecraft/mc-mods/the-indoors-apgde/download/5034398","129","Sep 9, 2023","Jan 15, 2024","557.16 KB","1.20.1","Forge","Mods, Mobs, MCreator, Addons, Armor, Tools, and Weapons"
"EnviroMine Lite","mc_jojo3","/minecraft/mc-mods/enviromine-lite/download/5039624","384","Sep 9, 2023","Jan 17, 2024","5.75 MB","1.20.1","NeoForge Forge + 1","Mods, World Gen, Adventure and RPG, Armor, Tools, and Weapons, Ores and Resources"
"Sharyna's Dreams","DracoSharyna","/minecraft/mc-mods/sharynas-dreams/download/4746508","83","Sep 9, 2023","Sep 10, 2023","67.69 KB","1.20.1","NeoForge Forge + 1","Mods, Cosmetic, MCreator, Armor, Tools, and Weapons, Miscellaneous"
"World Of Niflheim","NuclearJoestar","/minecraft/mc-mods/world-of-niflheim/download/4745706","40","Sep 9, 2023","Sep 9, 2023","586.07 KB","1.16.5","Forge","Mods, Biomes, Dimensions, Adventure and RPG, Cosmetic, Ores and Resources"
"McAlec's Changed Addon","McAlec","/minecraft/mc-mods/mcalecs-changed-addon/download/4792728","5.9K","Sep 9, 2023","Oct 11, 2023","160.80 KB","1.18.2","Forge","Mods, Technology, Addons, Armor, Tools, and Weapons, Genetics, Miscellaneous"
"Miner's Glasses","patheticntc","/minecraft/mc-mods/miners-glasses/download/4745952","2.0K","Sep 9, 2023","Sep 10, 2023","64.90 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Technology"
"LightHomes","RinFin","/minecraft/mc-mods/lighthomes/download/4745458","106","Sep 9, 2023","Sep 9, 2023","14.77 KB","1.7.10","Forge","Mods, Utility & QoL"
"Wild West","Cozahhh","/minecraft/mc-mods/wild-west/download/4758087","4.4K","Sep 9, 2023","Sep 18, 2023","6.87 MB","1.20.1","Forge","Mods, Technology, Adventure and RPG, World Gen, Storage, Armor, Tools, and Weapons"
"JumanjiCraft","doctorhyena3","/minecraft/mc-mods/jumanjicraft/download/4924053","655","Sep 9, 2023","Dec 3, 2023","2.11 MB","1.20.1","Forge","Mods, MCreator, Biomes, Mobs, Dimensions, Adventure and RPG"
"HaraldsBetterStructures","Harald","/minecraft/mc-mods/haraldsbetterstructures/download/4746639","2.6K","Sep 9, 2023","Sep 10, 2023","344.49 KB","1.20.1","Forge","Mods, Structures, World Gen"
"RSB Interoperability","000_shadowake_AMP","/minecraft/mc-mods/rsb-interoperability/download/4745315","2.6K","Sep 9, 2023","Sep 9, 2023","21.39 KB","1.18.2","Forge","Mods, Cosmetic, Addons"
"Tome of Blood: Rebirth","mystchonky","/minecraft/mc-mods/tome-of-blood-rebirth/download/4897393","501.4K","Sep 9, 2023","Nov 24, 2023","339.04 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Magic, Blood Magic"
"Reforged Skyboxes","000_shadowake_AMP","/minecraft/mc-mods/reforged-skyboxes/download/4745309","2.9K","Sep 9, 2023","Sep 9, 2023","190.99 KB","1.18.2","Forge","Mods, Cosmetic"
"Crasy Villiger and more!","loving_liskov27","/minecraft/mc-mods/kommischer-dorfbewohner/download/4752432","87","Sep 9, 2023","Sep 14, 2023","65.92 KB","1.19.4","Forge","Mods, Structures, MCreator"
"CropChance","Windmill_City","/minecraft/mc-mods/cropchance/download/4753018","275","Sep 9, 2023","Sep 15, 2023","56.65 KB","1.7.10","Forge","Mods, Utility & QoL, Industrial Craft"
"Abnorlex and Cryptid's Delight","Digi2303","/minecraft/mc-mods/abnorlex-and-cryptids-delight/download/4785068","612","Sep 9, 2023","Oct 6, 2023","26.36 KB","1.19.2","Forge","Mods, Food, Addons, MCreator"
"Potent Potionry","adalfarus","/minecraft/mc-mods/potent-potionry/download/4745924","205","Sep 9, 2023","Sep 10, 2023","265.02 KB","1.15.2","Forge","Mods, Magic, API and Library"
"GRAVEL ORES [FORGE]","andrecade8","/minecraft/mc-mods/gravel-ores-forge/download/4458004","239","Mar 25, 2023","Mar 25, 2023","404.57 KB","1.18.2","Forge","Mods, Cosmetic, Ores and Resources, World Gen, MCreator"
"Ores In The End","jkwillis","/minecraft/mc-mods/end-ores-mod/download/4981789","150","Mar 25, 2023","Dec 25, 2023","138.04 KB","1.16.5","Forge","Mods, Dimensions, MCreator, Ores and Resources, Armor, Tools, and Weapons"
"Extra Delight","Lance5057","/minecraft/mc-mods/extradelight/download/4984084","96.3K","Mar 25, 2023","Dec 26, 2023","4.86 MB","1.19.2","Forge","Mods, Food, Farming"
"Nether Mooshrooms","An_Sar","/minecraft/mc-mods/nether-mooshrooms/download/4460338","4.8K","Mar 25, 2023","Mar 27, 2023","49.19 KB","1.19.2","Fabric","Mods, Mobs, Adventure and RPG"
"Reap n' Sow","RyanDxxx","/minecraft/mc-mods/reap-n-sow/download/4461220","625","Mar 25, 2023","Mar 27, 2023","191.22 KB","1.19.2","Forge","Mods, Food, MCreator, Cosmetic, Addons, Adventure and RPG"
"Ores+ByXxgrossepatate","xxgrossepatate","/minecraft/mc-mods/ores-byxxgrossepatate/download/4457706","168","Mar 25, 2023","Mar 25, 2023","119.15 KB","1.19.2","Forge","Mods, MCreator, Cosmetic, Armor, Tools, and Weapons"
"Smidgeon O' Bliss (Food Compat for Create, FD, etc.)","ZAPtron_Gamer","/minecraft/mc-mods/smidgeon-o-bliss/download/4841468","54.9K","Mar 25, 2023","Nov 5, 2023","199.60 KB","1.19.2","Forge","Mods, Utility & QoL, Food, Addons"
"World of bosses","gompang6929","/minecraft/mc-mods/world-of-bosses/download/4626366","35.7K","Mar 25, 2023","Jul 5, 2023","2.06 MB","1.19.2","Forge","Mods, Adventure and RPG, Mobs, Armor, Tools, and Weapons"
"Marejan's Basketball","Korog_3","/minecraft/mc-mods/marejans-basketball/download/4461568","847","Mar 25, 2023","Mar 27, 2023","461.62 KB","1.19.4","Forge","Mods, Mobs, Cosmetic"
"Mushroom delight/grzybowa roskosz","kokoskli2137","/minecraft/mc-mods/mushroom-delight-grzybowa-roskosz/download/4457605","4.1K","Mar 25, 2023","Mar 25, 2023","224.74 KB","1.19.2","Forge","Mods, Food, Miscellaneous, MCreator"
"magolor's Currency [Forge and Fabric]","magolor_10","/minecraft/mc-mods/magolors-currency-forge-and-fabric/download/4457497","46","Mar 25, 2023","Mar 25, 2023","15.26 KB","1.19.2","Fabric","Mods, MCreator, Server Utility, Utility & QoL"
"SADs Immortal Snail (Forge)","Hi_ItsMeSAD","/minecraft/mc-mods/sads-immortal-snail-forge/download/4457438","213","Mar 25, 2023","Mar 25, 2023","21.10 KB","1.19.2","Forge","Mods, Mobs, MCreator, Adventure and RPG"
"Mod español","elmejormiko_yt","/minecraft/mc-mods/mod-espanol/download/4692340","62","Mar 25, 2023","Aug 10, 2023","11.39 MB","1.16.5","Forge","Mods, Armor, Tools, and Weapons, MCreator, Cosmetic"
"Aftonite (Many Ores) by Phoenix","FabledPhoenix15","/minecraft/mc-mods/aftonite-by-phoenix/download/5053879","231","Mar 25, 2023","Jan 23, 2024","328.83 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, MCreator, Ores and Resources"
"Tomorrow Event","DUCVN1882","/minecraft/mc-mods/tomorrow-event/download/4459680","29","Mar 25, 2023","Mar 26, 2023","17.98 KB","1.16.5","Forge","Mods, Utility & QoL, Server Utility"
"Poscendo","MiteBeMana","/minecraft/mc-mods/poscendo/download/4555464","1.0K","Mar 25, 2023","May 28, 2023","38.03 KB","1.19.2","Forge","Mods, Utility & QoL, Cosmetic"
"Villagers Empowered","PixelPioneer","/minecraft/mc-mods/villagers-empowered/download/4950864","4.2K","Mar 25, 2023","Dec 12, 2023","106.91 KB","1.20.4","Forge","Mods, Miscellaneous"
"Athena","CodexAdrian","/minecraft/mc-mods/athena/download/4971102","6.2M","Mar 25, 2023","Dec 20, 2023","75.57 KB","1.20.4","Fabric","Mods, API and Library, Utility & QoL, Utility & QoL"
"Black Ether","johnnyjimjoe","/minecraft/mc-mods/black-ether/download/4467122","328","Mar 25, 2023","Mar 31, 2023","2.32 MB","1.19.4","","Mods, Addons, Armor, Tools, and Weapons, World Gen"
"Varun's Savory Salads [FORGE]","inoob8cwastaken","/minecraft/mc-mods/varuns-savory-salads-forge/download/4458356","201","Mar 25, 2023","Mar 25, 2023","988.14 KB","1.19.2","Forge","Mods, Food, Farming, MCreator, Ores and Resources, Adventure and RPG"
"Useful Pumpkins","jkwillis","/minecraft/mc-mods/usefulpumpkins/download/4981627","152","Mar 25, 2023","Dec 25, 2023","175.05 KB","1.16.5","Forge","Mods, Cosmetic, Utility & QoL, MCreator, Food"
"Origins: Vampire","Venekiel","/minecraft/mc-mods/origins-vampire/download/4480632","144.2K","Mar 25, 2023","Apr 8, 2023","112.30 KB","1.20.2","Quilt Fabric + 1","Mods, Adventure and RPG, Addons"
"Diamondite 2 [Forge]","Roni_oc","/minecraft/mc-mods/diamondite-2/download/4701102","784","Mar 24, 2023","Aug 12, 2023","595.31 KB","1.19.4","Forge","Mods, Ores and Resources, API and Library, MCreator"
"YAHR - You are Herobrine [Reborn]","itsolarion","/minecraft/mc-mods/yahr-you-are-herobrine-reborn/download/4455527","434","Mar 24, 2023","Mar 24, 2023","308.50 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, MCreator"
"Ordinary Coins [Forge]","spikerman666","/minecraft/mc-mods/ordinary-coins-forge/download/4652515","2.3K","Mar 24, 2023","Jul 19, 2023","41.30 KB","1.19.2","Forge","Mods, Adventure and RPG, Miscellaneous"
